,id,event_id,type_id,event_name,period_id,min,sec,team_id,outcome,x,y,timestamp,last_modified,version,player_id,keypass,competition_id,game_id,home_team_id,home_team_name,away_team_id,away_team_name,competition_name,season_id,276,328,388,391,Assisted,Big Chance,Blocked x co-ordinate,Blocked y co-ordinate,Box-centre,Close left,From corner,GK X Coordinate,GK Y Coordinate,Goal mouth y co-ordinate,Goal mouth z co-ordinate,Head,High right,Individual Play,Intentional assist,Left,Not past goal line,Out of box-centre,Regular play,Related event ID,Right,Right footed,Set piece,Standing,Swerve Right,Throw-in set piece,Volley,Weak,Zone,assist,Box-left,High,Left footed,Close right,Free kick,Strong,Close high,35+ right,Close right and high,Swerve Left,35+ centre,Box-right,Box-deep left,High left,Small box-right,233,Fast break,Keeper Saved,314,Close left and high,Small box-left,Small box-centre,Out of box-right,389,Out of box-deep right,Other body part,35+ left,Out of box-left,Out of box-deep left,Box-deep right
6,2261650945,442,13,Miss,2,57,48,666,1,87.8,49.9,2021-02-05T22:15:11.586,2021-02-08T14:56:27,1612796166361,199038,-,99,2133317,196,Boavista,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,sim,98.6,50.2,26.4,26.4,sim,,-,sim,,,-,-,440,sim,-,,-,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2261651631,588,13,Miss,2,64,17,196,1,73.7,49.3,2021-02-05T22:21:40.432,2021-02-08T07:03:13,1612767781357,182103,-,99,2133317,196,Boavista,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,99.3,49.6,48.7,87.5,-,,sim,-,,,sim,sim,586,-,-,,sim,,,,,Center,-,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2261653199,593,13,Miss,2,78,27,666,1,92.4,42.6,2021-02-05T22:35:50.638,2021-02-08T06:57:28,1612767447507,199038,-,99,2133317,196,Boavista,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,sim,98.8,49.5,46.2,75,sim,,-,sim,,,-,-,591,-,-,,-,,,,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2261655053,840,13,Miss,2,97,2,196,1,87.6,53.1,2021-02-05T22:54:25.691,2021-02-08T07:19:49,1612768788816,515582,-,99,2133317,196,Boavista,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,-,sim,,,sim,,-,98.2,50.7,52.1,55.6,-,,-,-,,,-,sim,-,-,sim,,sim,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2283175429,77,13,Miss,1,8,14,3536,1,84.9,32.9,2021-04-05T21:08:36.965,2021-04-08T06:53:40,1617818013418,167783,-,99,2133392,3536,Moreirense,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,-,sim,,,-,,-,93.2,41.7,41.0,30.6,-,,sim,-,,,-,-,-,-,sim,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2283177779,194,13,Miss,1,16,11,255,1,82.2,30.5,2021-04-05T21:16:33.637,2021-04-08T06:33:54,1617860034509,441164,-,99,2133392,3536,Moreirense,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,97.1,46.4,55.6,72.2,-,,sim,-,,,sim,sim,196,-,sim,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2283184369,349,13,Miss,1,47,24,3536,1,87.3,73.4,2021-04-05T21:47:46.552,2021-04-08T07:07:17,1617865622611,192052,-,99,2133392,3536,Moreirense,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,98.2,53.2,37.3,70.8,-,,sim,-,,,-,sim,348,-,sim,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2283186041,476,13,Miss,2,47,34,255,1,89.0,45.4,2021-04-05T22:08:19.980,2021-04-08T08:31:12,1617867071362,78108,-,99,2133392,3536,Moreirense,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,sim,,sim,-,,,sim,,-,97.6,49.6,92.8,2.8,sim,,-,sim,,,-,-,474,-,-,,-,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2283186203,406,13,Miss,2,50,38,3536,1,72.7,41.5,2021-04-05T22:11:24.001,2021-04-08T07:14:36,1617862476380,222630,-,99,2133392,3536,Moreirense,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,-,,-,97.6,48.9,37.3,15.3,-,,sim,-,,,sim,sim,405,sim,sim,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2283187307,775,13,Miss,2,79,43,255,1,92.5,52.6,2021-04-05T22:40:28.829,2021-04-08T08:31:22,1617867071392,89747,-,99,2133392,3536,Moreirense,255,Sporting CP,Portuguese Primeira Liga,2020,,sim,sim,,sim,sim,,,sim,,sim,98.6,49.3,35.0,6.9,sim,,-,sim,,,-,-,773,sim,-,,-,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2283187483,817,13,Miss,2,83,50,255,1,93.6,43.3,2021-04-05T22:44:35.606,2021-04-08T08:31:25,1617867041297,154296,-,99,2133392,3536,Moreirense,255,Sporting CP,Portuguese Primeira Liga,2020,,-,-,,sim,-,,,sim,,sim,98.9,48.9,39.2,5.6,-,,-,sim,,,-,-,815,sim,-,,sim,,,,,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2228933315,36,13,Miss,1,4,5,6644,1,75.9,71.1,2020-11-02T18:51:14.862,2020-11-04T17:33:57,1604511236868,222565,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,sim,sim,,96.7,26.9,-,,-,98.2,52.0,9.1,1.4,,,sim,-,,sim,sim,sim,35,sim,-,,sim,,,,,Center,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2228938547,298,13,Miss,1,24,53,372,1,78.1,63.7,2020-11-02T19:12:02.618,2020-11-04T18:54:19,1604516059126,56491,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,-,sim,,-,-,-,,sim,1.1,49.1,54.8,70.8,,,sim,sim,,-,sim,-,529,-,-,,sim,,,,,Center,,,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2228939593,353,13,Miss,1,29,14,372,1,79.1,32.2,2020-11-02T19:16:23.546,2020-11-04T19:01:55,1604516515019,154306,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,-,sim,,-,-,-,,-,1.2,51.8,59.8,48.6,,,sim,-,,-,sim,sim,352,-,-,,sim,,,,,Center,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2228940483,383,13,Miss,1,33,21,372,1,90.0,52.8,2020-11-02T19:20:29.924,2020-11-04T18:31:11,1604514672379,215107,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,-,sim,,-,-,sim,,sim,1.1,50,48.1,94.4,,,-,sim,,-,-,-,382,-,-,,-,,,,,Center,,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2228942807,489,13,Miss,1,42,47,372,1,91.1,29.9,2020-11-02T19:29:56.237,2020-11-04T18:56:12,1604516173431,40844,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,-,-,,94.7,47.7,-,,-,1.1,54.2,74.6,1.4,,,-,-,,sim,-,sim,-,-,sim,,sim,,,,,Center,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2228943237,510,13,Miss,1,44,21,372,1,77.1,64.7,2020-11-02T19:31:30.451,2020-11-04T18:59:52,1604516392465,168650,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,-,sim,,-,-,-,,-,2.0,48.9,32.4,5.6,,,sim,-,,-,sim,sim,508,sim,-,,sim,,,,,Center,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2228943747,526,13,Miss,1,45,46,372,1,81.5,67.6,2020-11-02T19:32:55.263,2020-11-04T19:06:37,1604516798350,243157,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,sim,-,,-,-,-,,-,1.4,48.6,23.5,15.3,,,sim,-,,-,sim,sim,-,sim,sim,,sim,,,,,Center,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2228950227,553,13,Miss,2,47,40,372,1,76.1,72.3,2020-11-02T19:55:02.103,2020-11-04T18:28:30,1604514509896,154306,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,-,,-,-,,-,-,-,,-,98.9,48.9,57.8,54.2,,,-,-,,-,sim,-,-,-,-,,sim,,,,,Center,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2228950651,572,13,Miss,2,49,9,372,1,82.1,47.4,2020-11-02T19:56:30.438,2020-11-04T18:30:46,1604514645809,154306,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,-,-,,-,-,-,,sim,98.0,48.4,45.4,76.4,,,sim,-,,-,sim,-,-,-,sim,,sim,,,,,Center,,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2228951419,449,13,Miss,2,51,54,6644,1,74.4,73.4,2020-11-02T19:59:16.133,2020-11-04T18:37:01,1604515021707,222565,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,-,-,,82.3,61.7,-,,-,2.2,48.9,35.6,9.7,,,sim,-,,sim,sim,sim,-,sim,-,,sim,,,,,Center,,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2228954563,522,13,Miss,2,59,3,6644,1,92.5,52.0,2020-11-02T20:06:25.120,2020-11-04T18:47:49,1604515669250,192426,-,99,2133218,372,Sporting Braga,6644,FC Famalicão,Portuguese Primeira Liga,2020,,sim,,sim,-,,94.9,47.5,sim,,-,7.7,49.6,28.1,2.8,,,sim,-,,sim,-,sim,-,sim,sim,,sim,,,,,Center,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2230719595,54,13,Miss,1,3,47,6644,1,93.6,53.8,2020-11-07T18:04:12.176,2020-11-09T07:58:03,1604908681242,216053,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,-,,98.6,52.7,79.2,4.2,sim,,-,sim,sim,-,-,-,53,-,-,-,-,,,,,Center,-,-,,-,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
1,2230727733,159,13,Miss,1,12,47,6644,1,85.6,63.7,2020-11-07T18:13:11.813,2020-11-09T07:22:12,1604906530398,203323,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,sim,,-,-,-,sim,,98.2,51.1,57.6,16.7,-,,-,sim,-,-,-,sim,158,-,-,-,sim,,,,,Center,-,sim,,sim,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
2,2230735895,155,13,Miss,1,22,11,740,1,78.1,41.7,2020-11-07T18:22:35.653,2020-11-09T07:22:53,1604906572201,103741,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,-,,-,-,-,-,,1.6,51.4,58.2,83.3,-,,sim,-,-,-,sim,sim,-,-,-,-,sim,,,,,Center,-,-,,sim,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
3,2230744907,379,13,Miss,1,35,2,6644,1,83.5,28.9,2020-11-07T18:35:26.503,2020-11-09T07:08:20,1604905699092,448534,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,sim,,97.6,100,-,-,,98.8,47.7,96.3,29.2,-,,-,sim,sim,sim,-,sim,378,-,-,-,sim,,,,,Center,-,-,,sim,,-,,,,,sim,,,,,,,,,,,,,,,,,,,,
4,2230747363,257,13,Miss,1,37,53,740,1,68.5,52.2,2020-11-07T18:38:17.872,2020-11-09T07:14:26,1604906065804,168593,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,-,,-,-,-,-,,0.6,50,52.4,69.4,-,,-,-,-,-,sim,-,-,-,sim,-,sim,,,,,Center,-,-,,-,,sim,,,,,-,,,,,,,,,,,,,,,,,,,,
5,2230750731,437,13,Miss,1,41,26,6644,1,94.6,53.4,2020-11-07T18:41:51.008,2020-11-09T07:23:05,1604906584447,203323,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,-,,-,-,-,-,,99.0,51.4,61.5,20.8,-,,-,-,sim,-,-,sim,-,-,sim,-,sim,,,,,Center,-,-,,-,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
6,2230766539,343,13,Miss,2,46,19,740,1,85.0,76.1,2020-11-07T19:05:34.944,2020-11-09T07:04:26,1604905467024,227233,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,sim,,93.4,53.8,-,-,,98.9,51.6,36.8,5.6,-,,-,sim,-,sim,-,sim,342,sim,-,-,sim,,,,,Center,-,sim,,sim,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
7,2230772707,567,13,Miss,2,53,53,6644,1,91.6,37.1,2020-11-07T19:13:09.243,2020-11-09T08:27:43,1604910461546,192426,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,-,,-,,-,-,sim,-,,1.1,53.6,37.8,1.4,-,,-,-,-,-,-,sim,-,sim,sim,-,sim,,,,,Center,-,-,,-,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
8,2230777519,645,13,Miss,2,60,21,6644,1,91.5,67.2,2020-11-07T19:19:37.138,2020-11-09T07:01:03,1604905262195,219230,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,-,,-,-,-,sim,,1.5,46.9,59.2,18.1,-,,sim,-,-,-,-,sim,-,-,-,-,sim,,,,,Center,-,sim,,sim,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
9,2230788397,571,13,Miss,2,76,50,740,1,77.1,73.6,2020-11-07T19:36:06.326,2020-11-09T06:59:27,1604905167179,168593,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,-,-,,-,,-,-,-,-,,98.9,50.2,41.7,72.2,-,,-,-,-,-,sim,-,-,-,sim,-,sim,,,,,Center,-,-,,-,,sim,,,,,sim,,,,,,,,,,,,,,,,,,,,
10,2230793647,849,13,Miss,2,85,38,6644,1,88.1,52.8,2020-11-07T19:44:54.515,2020-11-09T15:56:51,1604937411661,209912,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,-,,1.8,48.7,41.7,18.1,sim,,-,sim,-,-,-,-,848,-,-,sim,-,,,,,Center,-,-,,-,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
11,2230797873,716,13,Miss,2,92,14,740,1,88.8,58.2,2020-11-07T19:51:30.299,2020-11-09T07:58:30,1604908683664,180513,-,99,2133223,6644,FC Famalicão,740,Marítimo,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,-,,99.1,50.2,60.5,4.2,sim,,-,sim,sim,-,-,-,714,-,-,sim,-,,,,,Center,-,-,,-,,-,,,,,-,,,,,,,,,,,,,,,,,,,,
0,2275407475,17,13,Miss,1,1,16,196,1,84.4,64.2,2021-03-13T18:01:08.184,2021-03-16T09:19:24,1615886365027,173145,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,,97.8,48.7,43.7,62.5,-,,sim,-,-,,-,sim,15,,sim,,sim,,,,,Center,-,,-,-,,,,,,,sim,,,,,,,,,,,,,,,,,,,,
1,2275416181,159,13,Miss,1,17,47,251,1,89.0,50.3,2021-03-13T18:17:38.693,2021-03-16T10:27:37,1615890456151,60841,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,,98.5,50,62.2,15.3,sim,,-,sim,sim,,-,sim,157,,-,,-,,,,,Center,-,,-,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,
2,2275418341,235,13,Miss,1,23,46,251,1,92.2,50.0,2021-03-13T18:23:37.808,2021-03-16T09:39:05,1615887545495,60841,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,,99.0,49.8,52.8,63.9,sim,,-,sim,-,,-,sim,234,,-,,-,,,,,Center,-,,sim,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,
3,2275421755,320,13,Miss,1,32,21,251,1,91.8,53.7,2021-03-13T18:32:13.053,2021-03-16T09:20:36,1615886437207,60841,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,sim,sim,,-,,,,sim,,,99.3,53.6,57.3,30.6,sim,,-,-,-,,-,sim,-,,-,,-,,,,,Center,-,,-,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,
4,2275424387,358,13,Miss,1,36,53,251,1,89.6,54.5,2021-03-13T18:36:44.692,2021-03-16T10:27:42,1615890456216,57410,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,sim,,,99.3,50.5,51.4,62.5,sim,,-,sim,-,,-,-,357,,-,,-,,,,,Center,-,,sim,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,
5,2275430263,455,13,Miss,1,47,16,251,1,94.6,46.4,2021-03-13T18:47:07.492,2021-03-16T09:42:33,1615887753841,148515,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,sim,sim,,sim,,,,-,,,99.4,47.3,41.0,51.4,-,,-,sim,-,,-,sim,454,,sim,,-,,,,,Center,-,,-,-,,,,,,,-,,,,,,,,,,,,,,,,,,,,
6,2275431827,488,13,Miss,1,50,6,251,1,77.5,65.7,2021-03-13T18:49:57.623,2021-03-16T09:48:45,1615888126196,249235,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,,98.5,51.3,50.3,69.4,-,,sim,-,-,,sim,sim,487,,-,,sim,,,,,Center,-,,sim,sim,,,,,,,-,,,,,,,,,,,,,,,,,,,,
7,2275465249,490,13,Miss,2,78,23,196,1,72.5,53.0,2021-03-13T19:39:58.688,2021-03-16T09:39:56,1615887603507,469205,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,-,-,,sim,,,,-,,,98.6,49.8,60.5,13.9,-,,sim,-,sim,,sim,sim,488,,-,,sim,,,,,Center,-,,-,sim,,,,,,,sim,,,,,,,,,,,,,,,,,,,,
8,2275469931,555,13,Miss,2,86,15,196,1,74.5,61.2,2021-03-13T19:47:50.379,2021-03-16T12:08:16,1615896495648,469205,-,99,2133370,251,Benfica,196,Boavista,Portuguese Primeira Liga,2020,,-,-,,-,,,,-,,,99.0,49.1,46.6,70.8,-,,sim,-,-,,sim,sim,-,,-,,sim,,,,,Center,-,,sim,sim,,,,,,,-,,,,,,,,,,,,,,,,,,,,
0,2258218937,152,13,Miss,1,15,19,372,1,73.2,71.5,2021-01-26T20:01:06.231,2021-01-28T10:52:57,1611831177083,212942,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,sim,,-,-,-,-,-,98.9,50.4,48.7,83.3,-,,sim,-,-,-,sim,sim,154,-,sim,-,sim,,,,,Center,-,,sim,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
1,2258226323,228,13,Miss,1,23,21,372,1,89.2,47.8,2021-01-26T20:09:08.068,2021-01-28T11:05:58,1611831958203,111565,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,-,-,99.8,49.6,67.6,5.6,sim,,-,sim,sim,-,-,sim,226,-,-,-,-,,,,,Center,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
2,2258232995,297,13,Miss,1,29,29,372,1,74.0,32.8,2021-01-26T20:15:15.912,2021-01-28T11:16:23,1611832583034,102384,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,sim,,-,-,-,-,-,99.1,48.2,66.7,8.3,-,,sim,-,sim,-,sim,sim,296,-,sim,-,sim,,,,,Center,-,,-,,,,,,,,sim,,,,,,,,,,,,,,,,,,,,
3,2258244163,297,13,Miss,1,41,11,666,1,92.8,41.5,2021-01-26T20:26:57.653,2021-01-28T11:51:22,1611834665878,443077,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,-,-,97.8,48.0,50.9,58.3,sim,,-,sim,-,-,-,-,295,-,-,sim,-,,,,,Center,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
4,2258247975,333,13,Miss,1,45,13,666,1,87.2,46.8,2021-01-26T20:30:59.654,2021-01-28T11:45:44,1611834343698,432806,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,-,,-,,92.8,52.2,sim,sim,-,98.2,49.6,58.0,9.7,-,,-,-,-,sim,-,sim,-,-,sim,-,sim,,,,,Center,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
5,2258266955,499,13,Miss,2,46,44,372,1,87.1,57.5,2021-01-26T20:50:12.349,2021-01-28T11:09:19,1611832158406,245901,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,sim,,89.8,51.1,sim,-,sim,98.4,51.6,37.3,13.9,-,,-,-,-,sim,-,-,498,sim,sim,-,sim,,,,,Center,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
6,2258271247,548,13,Miss,2,51,44,372,1,78.5,62.7,2021-01-26T20:55:11.633,2021-01-28T11:22:17,1611832936987,212942,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,-,,sim,,-,-,-,-,-,97.7,51.8,47.6,65.3,-,,sim,sim,-,-,sim,-,547,-,sim,sim,sim,,,,,Center,-,,sim,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
7,2258273331,573,13,Miss,2,55,50,372,1,70.2,54.6,2021-01-26T20:59:18.334,2021-01-28T11:29:14,1611833354333,212942,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,sim,,-,-,-,-,sim,98.1,50.2,56.1,52.8,-,,sim,sim,-,-,sim,-,572,-,sim,-,sim,,,,,Center,-,,-,,,,,,,,sim,,,,,,,,,,,,,,,,,,,,
8,2258275973,630,13,Miss,2,61,28,372,1,95.0,42.4,2021-01-26T21:04:56.278,2021-01-28T11:51:29,1611834666138,166498,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,-,-,-,99.4,49.1,35.3,34.7,sim,,-,sim,-,-,-,sim,628,sim,-,-,-,,,,,Center,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
9,2258287889,647,13,Miss,2,87,44,666,1,92.8,64.5,2021-01-26T21:31:12.079,2021-01-28T11:29:19,1611833359812,84147,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,-,,sim,,-,-,-,sim,-,98.6,53.1,58.7,15.3,-,,sim,sim,-,-,-,sim,645,-,-,-,sim,,,,,Center,-,,-,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
10,2258288473,661,13,Miss,2,89,15,666,1,92.0,60.2,2021-01-26T21:32:43.140,2021-01-28T11:51:43,1611834666168,206149,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,sim,sim,,sim,,-,-,sim,-,sim,98.8,50.5,49.9,65.3,sim,,-,sim,-,-,-,-,658,-,-,-,-,,,,,Center,-,,sim,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
11,2258289785,685,13,Miss,2,92,36,666,1,60.1,38.2,2021-01-26T21:36:04.074,2021-01-28T11:34:07,1611833647347,226274,-,99,2133299,372,Sporting Braga,666,Gil Vicente,Portuguese Primeira Liga,2020,,-,-,,-,,-,-,-,-,-,96.5,50.4,47.1,76.4,-,,-,-,-,-,-,-,-,-,sim,-,sim,,,,,Center,-,,sim,,,,,,,,-,,,,,,,,,,,,,,,,,,,,
0,2295423431,168,13,Miss,1,20,1,2003,1,74.6,73.8,2021-05-06T15:19:52.687,2021-05-07T16:44:26,1620402266059,200604,-,99,2133441,3536,Moreirense,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,,,-,,,,-,,,98.1,51.6,61.3,80.6,-,,sim,-,,,sim,sim,-,-,-,-,,,,,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2295428237,316,13,Miss,1,40,12,2003,1,81.8,69.9,2021-05-06T15:40:03.162,2021-05-08T01:43:23,1620434603045,434708,-,99,2133441,3536,Moreirense,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,-,,,,-,,,97.2,52.2,48.7,59.7,-,,sim,-,,,sim,-,-,-,sim,sim,,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2295429557,376,13,Miss,1,48,6,3536,1,86.2,47.3,2021-05-06T15:47:57.469,2021-05-08T02:03:12,1620435791616,167783,-,99,2133441,3536,Moreirense,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,sim,,,,sim,,,99.5,46.9,61.8,16.7,sim,,-,sim,,,-,sim,375,-,-,-,,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2295432295,429,13,Miss,2,50,12,2003,1,75.0,61.2,2021-05-06T16:09:20.244,2021-05-07T16:39:46,1620401986186,107263,-,99,2133441,3536,Moreirense,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,,,-,,,,-,,,98.4,50.7,53.9,72.2,-,,sim,-,,,sim,-,-,-,sim,-,,,,,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2295434781,511,13,Miss,2,68,12,2003,1,70.4,63.0,2021-05-06T16:27:19.952,2021-05-07T17:01:07,1620403267100,101941,-,99,2133441,3536,Moreirense,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,,,-,,,,-,,,98.4,50.7,49.6,79.2,-,,-,-,,,sim,-,-,-,sim,-,,,,,,Center,-,,sim,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2295438137,628,13,Miss,2,87,49,2003,1,84.2,64.3,2021-05-06T16:46:56.988,2021-05-07T17:30:16,1620405015893,200604,-,99,2133441,3536,Moreirense,2003,CD Nacional,Portuguese Primeira Liga,2020,,sim,,,-,,,,-,,,97.8,51.1,37.3,9.7,-,,-,-,,,-,-,-,sim,-,sim,,,,,,Center,-,,-,sim,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2295438659,762,13,Miss,2,91,47,3536,1,90.7,54.8,2021-05-06T16:50:55.002,2021-05-07T17:35:22,1620405322520,112776,-,99,2133441,3536,Moreirense,2003,CD Nacional,Portuguese Primeira Liga,2020,,-,,,sim,,,,sim,,,98.4,52.0,39.5,31.9,-,,-,sim,,,-,-,760,sim,-,sim,,,,,,Center,-,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
